gene_symbol,pmid,title,journal,pubdate,query_terms,hit_type,bridge_candidate,evidence_role
Amd1,38229179,Spatial Transcriptomic and Metabolomic Landscapes of Oral Submucous Fibrosis-Derived Oral Squamous Cell Carcinoma and its Tumor Microenvironment.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2024 Mar,Amd1;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_metabolic_to_candidate_state,EV/stromal remodeling,metabolite/enzyme/product/pathway -> candidate state
Amd1,23305254,An improved mouse model that rapidly develops fibrosis in non-alcoholic steatohepatitis.,International journal of experimental pathology,2013 Apr,Amd1;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_metabolic_to_candidate_state,EV/stromal remodeling,metabolite/enzyme/product/pathway -> candidate state
Amd1,38831058,Tumor-associated macrophages restrict CD8(+) T cell function through collagen deposition and metabolic reprogramming of the breast cancer microenvironment.,Nature cancer,2024 Jul,Amd1;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis,bridge_metabolic_to_candidate_state,EV/stromal remodeling,metabolite/enzyme/product/pathway -> candidate state
Amd1,32746619,Endothelial-to-Mesenchymal Transition in Pulmonary Arterial Hypertension.,Antioxidants & redox signaling,2021 Apr 20,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Amd1,29540357,Pulmonary arterial hypertension: pathogenesis and clinical management.,BMJ (Clinical research ed.),2018 Mar 14,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Amd1,24355635,Pulmonary hypertension in chronic lung diseases.,Journal of the American College of Cardiology,2013 Dec 24,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Amd1,38255229,Involvement of Lysophospholipids in Pulmonary Vascular Functions and Diseases.,Biomedicines,2024 Jan 8,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Amd1,29130366,Autophagy and inflammation in chronic respiratory disease.,Autophagy,2018,extracellular vesicle;exosome;stromal remodeling;extracellular matrix;fibrosis;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,EV/stromal remodeling,candidate state/mediator -> PH/remodeling
Amd2,40768332,Multi-dimensional metabolomic remodeling under diverse muscle atrophic stimuli in vivo.,Cell reports,2025 Aug 26,polyamine;methionine salvage;s-adenosylmethionine,gene_or_gene_context,,
Amd2,36543136,Spatially resolved transcriptomics reveals innervation-responsive functional clusters in skeletal muscle.,Cell reports,2022 Dec 20,polyamine;methionine salvage;s-adenosylmethionine,gene_or_gene_context,,
Amd2,7789170,The human S-adenosylmethionine decarboxylase gene: nucleotide sequence of a pseudogene and chromosomal localization of the active gene (AMD1) and the pseudogene (AMD2).,Cytogenetics and cell genetics,1995,polyamine;methionine salvage;s-adenosylmethionine,gene_or_gene_context,,
Amd2,30686838,"Follicular Fluid Levels of Adrenomedullin 2, Vascular Endothelial Growth Factor and its Soluble Receptors Are Associated with Ovarian Response During ART Cycles.",Geburtshilfe und Frauenheilkunde,2019 Jan,polyamine;methionine salvage;s-adenosylmethionine,gene_or_gene_context,,
Amd2,10448523,Homocysteine metabolism.,Annual review of nutrition,1999,polyamine;methionine salvage;s-adenosylmethionine,mechanism_context,,
Amd2,34216539,Metabolic modeling of single Th17 cells reveals regulators of autoimmunity.,Cell,2021 Aug 5,polyamine;methionine salvage;s-adenosylmethionine,mechanism_context,,
Amd2,40185095,Cancer cell-derived arginine fuels polyamine biosynthesis in tumor-associated macrophages to promote immune evasion.,Cancer cell,2025 Jun 9,methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Amd2,41448182,Tumor-produced ammonia is metabolized by regulatory T cells to further impede anti-tumor immunity.,Cell,2026 Jan 22,methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Amd2,32879489,Cancer SLC43A2 alters T cell methionine metabolism and histone methylation.,Nature,2020 Sep,methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;balanced bridge candidate screen,bridge_metabolite_to_candidate_state,,
Amd2,38566199,Nanoparticles in tumor microenvironment remodeling and cancer immunotherapy.,Journal of hematology & oncology,2024 Apr 2,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Amd2,37153557,Role of macrophages in pulmonary arterial hypertension.,Frontiers in immunology,2023,balanced bridge candidate screen;pulmonary hypertension;vascular remodeling,bridge_candidate_state_to_vascular,,
Amd2,39571033,Platelet factor 4-induced T(H)1-T(reg) polarization suppresses antitumor immunity.,"Science (New York, N.Y.)",2024 Nov 22,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_mk_to_candidate_state,generic CD4/T helper,MK/platelet/MK-EV -> candidate state
Amd2,40044852,Aspirin prevents metastasis by limiting platelet TXA(2) suppression of T cell immunity.,Nature,2025 Apr,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_mk_to_candidate_state,generic CD4/T helper,MK/platelet/MK-EV -> candidate state
Amd2,39515406,Autoimmune effector mechanisms associated with a defective immunosuppressive axis in immune thrombocytopenia (ITP).,Autoimmunity reviews,2024 Dec,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_mk_to_candidate_state,generic CD4/T helper,MK/platelet/MK-EV -> candidate state
Amd2,36382136,Regenerative medicine strategies for hair growth and regeneration: A narrative review of literature.,Regenerative therapy,2022 Dec,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_mk_to_candidate_state,generic CD4/T helper,MK/platelet/MK-EV -> candidate state
Amd2,32673538,Meta-Analysis of Leukocyte Diversity in Atherosclerotic Mouse Aortas.,Circulation research,2020 Jul 17,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_mk_to_candidate_state,generic CD4/T helper,MK/platelet/MK-EV -> candidate state
Amd2,32023446,Methionine Metabolism Shapes T Helper Cell Responses through Regulation of Epigenetic Reprogramming.,Cell metabolism,2020 Feb 4,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_metabolic_to_candidate_state,generic CD4/T helper,metabolite/enzyme/product/pathway -> candidate state
Amd2,32407834,Regulating T-cell differentiation through the polyamine spermidine.,The Journal of allergy and clinical immunology,2021 Jan,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_metabolic_to_candidate_state,generic CD4/T helper,metabolite/enzyme/product/pathway -> candidate state
Amd2,36302005,Spermidine activates mitochondrial trifunctional protein and improves antitumor immunity in mice.,"Science (New York, N.Y.)",2022 Oct 28,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_metabolic_to_candidate_state,generic CD4/T helper,metabolite/enzyme/product/pathway -> candidate state
Amd2,39870395,Fasting-mimicking diet-enriched Bifidobacterium pseudolongum suppresses colorectal cancer by inducing memory CD8(+) T cells.,Gut,2025 Apr 7,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_metabolic_to_candidate_state,generic CD4/T helper,metabolite/enzyme/product/pathway -> candidate state
Amd2,34216539,Metabolic modeling of single Th17 cells reveals regulators of autoimmunity.,Cell,2021 Aug 5,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;CD4 T cell;T helper;T cell differentiation;T cell activation,bridge_metabolic_to_candidate_state,generic CD4/T helper,metabolite/enzyme/product/pathway -> candidate state
Amd2,40395196,Activin A-Activated ALK4 Induces Pathogenic Th17-Involved Endothelial-Mesenchymal Transition in Systemic Lupus Erythematosus-Associated Pulmonary Arterial Hypertension.,"Arthritis & rheumatology (Hoboken, N.J.)",2025 Nov,CD4 T cell;T helper;T cell differentiation;T cell activation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,generic CD4/T helper,candidate state/mediator -> PH/remodeling
Amd2,38485150,"B-cells in pulmonary arterial hypertension: friend, foe or bystander?",The European respiratory journal,2024 Apr,CD4 T cell;T helper;T cell differentiation;T cell activation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,generic CD4/T helper,candidate state/mediator -> PH/remodeling
Amd2,38853755,PD-1/PD-L1 Provides Protective Role in Hypoxia-Induced Pulmonary Vascular Remodeling.,"Hypertension (Dallas, Tex. : 1979)",2024 Aug,CD4 T cell;T helper;T cell differentiation;T cell activation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,generic CD4/T helper,candidate state/mediator -> PH/remodeling
Amd2,33996408,Biological drug and drug delivery-mediated immunotherapy.,Acta pharmaceutica Sinica. B,2021 Apr,CD4 T cell;T helper;T cell differentiation;T cell activation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,generic CD4/T helper,candidate state/mediator -> PH/remodeling
Amd2,26125103,Preclinical lupus.,Current opinion in rheumatology,2015 Sep,CD4 T cell;T helper;T cell differentiation;T cell activation;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,generic CD4/T helper,candidate state/mediator -> PH/remodeling
Amd2,39571033,Platelet factor 4-induced T(H)1-T(reg) polarization suppresses antitumor immunity.,"Science (New York, N.Y.)",2024 Nov 22,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_mk_to_candidate_state,Th1/IFN-gamma,MK/platelet/MK-EV -> candidate state
Amd2,39515406,Autoimmune effector mechanisms associated with a defective immunosuppressive axis in immune thrombocytopenia (ITP).,Autoimmunity reviews,2024 Dec,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_mk_to_candidate_state,Th1/IFN-gamma,MK/platelet/MK-EV -> candidate state
Amd2,37670018,Retinal inflammation in murine models of type 1 and type 2 diabetes with diabetic retinopathy.,Diabetologia,2023 Nov,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_mk_to_candidate_state,Th1/IFN-gamma,MK/platelet/MK-EV -> candidate state
Amd2,38054001,Exploring causal correlations between inflammatory cytokines and ankylosing spondylitis: a bidirectional mendelian-randomization study.,Frontiers in immunology,2023,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_mk_to_candidate_state,Th1/IFN-gamma,MK/platelet/MK-EV -> candidate state
Amd2,32673538,Meta-Analysis of Leukocyte Diversity in Atherosclerotic Mouse Aortas.,Circulation research,2020 Jul 17,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_mk_to_candidate_state,Th1/IFN-gamma,MK/platelet/MK-EV -> candidate state
Amd2,39536754,Probiotics and their metabolite spermidine enhance IFN-γ(+)CD4(+) T cell immunity to inhibit hepatitis B virus.,Cell reports. Medicine,2024 Nov 19,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_metabolic_to_candidate_state,Th1/IFN-gamma,metabolite/enzyme/product/pathway -> candidate state
Amd2,10843666,M-1/M-2 macrophages and the Th1/Th2 paradigm.,"Journal of immunology (Baltimore, Md. : 1950)",2000 Jun 15,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_metabolic_to_candidate_state,Th1/IFN-gamma,metabolite/enzyme/product/pathway -> candidate state
Amd2,40156046,Crosstalk between metabolism and epigenetics during macrophage polarization.,Epigenetics & chromatin,2025 Mar 29,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_metabolic_to_candidate_state,Th1/IFN-gamma,metabolite/enzyme/product/pathway -> candidate state
Amd2,31399282,Slc6a8-Mediated Creatine Uptake and Accumulation Reprogram Macrophage Polarization via Regulating Cytokine Responses.,Immunity,2019 Aug 20,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_metabolic_to_candidate_state,Th1/IFN-gamma,metabolite/enzyme/product/pathway -> candidate state
Amd2,29893515,"CXCL9, CXCL10, CXCL11, and their receptor (CXCR3) in neuroinflammation and neurodegeneration.",Advances in clinical and experimental medicine : official organ Wroclaw Medical University,2018 Jun,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th1;T helper 1;IFN-gamma;IFNG;TBX21,bridge_metabolic_to_candidate_state,Th1/IFN-gamma,metabolite/enzyme/product/pathway -> candidate state
Amd2,40680331,Multi-omics analyses reveal that hesperidin ameliorates high-altitude pulmonary hypertension by restoring gut-lung axis homeostasis.,Phytomedicine : international journal of phytotherapy and phytopharmacology,2025 Sep,Th1;T helper 1;IFN-gamma;IFNG;TBX21;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th1/IFN-gamma,candidate state/mediator -> PH/remodeling
Amd2,38552313,Systemic sclerosis-associated pulmonary arterial hypertension is characterized by a distinct peripheral T helper cell profile.,"Rheumatology (Oxford, England)",2024 Sep 1,Th1;T helper 1;IFN-gamma;IFNG;TBX21;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th1/IFN-gamma,candidate state/mediator -> PH/remodeling
Amd2,37449198,Identification of ACKR4 as an immune checkpoint in pulmonary arterial hypertension.,Frontiers in immunology,2023,Th1;T helper 1;IFN-gamma;IFNG;TBX21;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th1/IFN-gamma,candidate state/mediator -> PH/remodeling
Amd2,37712364,Pulmonary fibrosis in sarcoidosis.,"Sarcoidosis, vasculitis, and diffuse lung diseases : official journal of WASOG",2023 Sep 13,Th1;T helper 1;IFN-gamma;IFNG;TBX21;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th1/IFN-gamma,candidate state/mediator -> PH/remodeling
Amd2,24337385,IL-32 promotes angiogenesis.,"Journal of immunology (Baltimore, Md. : 1950)",2014 Jan 15,Th1;T helper 1;IFN-gamma;IFNG;TBX21;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th1/IFN-gamma,candidate state/mediator -> PH/remodeling
Amd2,23759113,Platelet-rich plasma preparation for regenerative medicine: optimization and quantification of cytokines and growth factors.,Stem cell research & therapy,2013 Jun 7,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_mk_to_candidate_state,Th2/IL-4,MK/platelet/MK-EV -> candidate state
Amd2,38054001,Exploring causal correlations between inflammatory cytokines and ankylosing spondylitis: a bidirectional mendelian-randomization study.,Frontiers in immunology,2023,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_mk_to_candidate_state,Th2/IL-4,MK/platelet/MK-EV -> candidate state
Amd2,33135058,Cardiac fibrosis.,Cardiovascular research,2021 May 25,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_mk_to_candidate_state,Th2/IL-4,MK/platelet/MK-EV -> candidate state
Amd2,34207510,Role of JAK/STAT in Interstitial Lung Diseases; Molecular and Cellular Mechanisms.,International journal of molecular sciences,2021 Jun 9,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_mk_to_candidate_state,Th2/IL-4,MK/platelet/MK-EV -> candidate state
Amd2,32673538,Meta-Analysis of Leukocyte Diversity in Atherosclerotic Mouse Aortas.,Circulation research,2020 Jul 17,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_mk_to_candidate_state,Th2/IL-4,MK/platelet/MK-EV -> candidate state
Amd2,34974065,A mitochondrial STAT3-methionine metabolism axis promotes ILC2-driven allergic lung inflammation.,The Journal of allergy and clinical immunology,2022 Jun,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_metabolic_to_candidate_state,Th2/IL-4,metabolite/enzyme/product/pathway -> candidate state
Amd2,10843666,M-1/M-2 macrophages and the Th1/Th2 paradigm.,"Journal of immunology (Baltimore, Md. : 1950)",2000 Jun 15,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_metabolic_to_candidate_state,Th2/IL-4,metabolite/enzyme/product/pathway -> candidate state
Amd2,40156046,Crosstalk between metabolism and epigenetics during macrophage polarization.,Epigenetics & chromatin,2025 Mar 29,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_metabolic_to_candidate_state,Th2/IL-4,metabolite/enzyme/product/pathway -> candidate state
Amd2,36180780,Serine metabolism orchestrates macrophage polarization by regulating the IGF1-p38 axis.,Cellular & molecular immunology,2022 Nov,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_metabolic_to_candidate_state,Th2/IL-4,metabolite/enzyme/product/pathway -> candidate state
Amd2,31399282,Slc6a8-Mediated Creatine Uptake and Accumulation Reprogram Macrophage Polarization via Regulating Cytokine Responses.,Immunity,2019 Aug 20,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th2;T helper 2;IL-4;IL-13;GATA3,bridge_metabolic_to_candidate_state,Th2/IL-4,metabolite/enzyme/product/pathway -> candidate state
Amd2,38552313,Systemic sclerosis-associated pulmonary arterial hypertension is characterized by a distinct peripheral T helper cell profile.,"Rheumatology (Oxford, England)",2024 Sep 1,Th2;T helper 2;IL-4;IL-13;GATA3;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th2/IL-4,candidate state/mediator -> PH/remodeling
Amd2,38485150,"B-cells in pulmonary arterial hypertension: friend, foe or bystander?",The European respiratory journal,2024 Apr,Th2;T helper 2;IL-4;IL-13;GATA3;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th2/IL-4,candidate state/mediator -> PH/remodeling
Amd2,39196237,Inhibition of immunoglobulin E attenuates pulmonary hypertension.,Nature cardiovascular research,2022 Jul,Th2;T helper 2;IL-4;IL-13;GATA3;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th2/IL-4,candidate state/mediator -> PH/remodeling
Amd2,37712364,Pulmonary fibrosis in sarcoidosis.,"Sarcoidosis, vasculitis, and diffuse lung diseases : official journal of WASOG",2023 Sep 13,Th2;T helper 2;IL-4;IL-13;GATA3;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th2/IL-4,candidate state/mediator -> PH/remodeling
Amd2,37035669,Pericytes: The lung-forgotten cell type.,Frontiers in physiology,2023,Th2;T helper 2;IL-4;IL-13;GATA3;pulmonary hypertension;pulmonary arterial hypertension;pulmonary vascular remodeling;pulmonary vascular remodelling;pulmonary artery remodeling,bridge_candidate_to_vascular,Th2/IL-4,candidate state/mediator -> PH/remodeling
Amd2,23759113,Platelet-rich plasma preparation for regenerative medicine: optimization and quantification of cytokines and growth factors.,Stem cell research & therapy,2013 Jun 7,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_mk_to_candidate_state,Th17/IL-17,MK/platelet/MK-EV -> candidate state
Amd2,39693274,Interleukin 8-CXCR2-mediated neutrophil extracellular trap formation in biliary atresia associated with neutrophil extracellular trap-induced stellate cell activation.,"Hepatology (Baltimore, Md.)",2025 Sep 1,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_mk_to_candidate_state,Th17/IL-17,MK/platelet/MK-EV -> candidate state
Amd2,39515406,Autoimmune effector mechanisms associated with a defective immunosuppressive axis in immune thrombocytopenia (ITP).,Autoimmunity reviews,2024 Dec,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_mk_to_candidate_state,Th17/IL-17,MK/platelet/MK-EV -> candidate state
Amd2,37356133,Pulmonary fibrosis and type-17 immunity.,Respiratory investigation,2023 Sep,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_mk_to_candidate_state,Th17/IL-17,MK/platelet/MK-EV -> candidate state
Amd2,38054001,Exploring causal correlations between inflammatory cytokines and ankylosing spondylitis: a bidirectional mendelian-randomization study.,Frontiers in immunology,2023,megakaryocyte;megakaryocytes;megakaryocyte-derived;platelet-derived;platelet microparticle;platelet extracellular vesicle;megakaryocyte extracellular vesicle;platelet factor 4;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_mk_to_candidate_state,Th17/IL-17,MK/platelet/MK-EV -> candidate state
Amd2,32407834,Regulating T-cell differentiation through the polyamine spermidine.,The Journal of allergy and clinical immunology,2021 Jan,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_metabolic_to_candidate_state,Th17/IL-17,metabolite/enzyme/product/pathway -> candidate state
Amd2,39978335,Synergistic role of gut-microbial L-ornithine in enhancing ustekinumab efficacy for Crohn's disease.,Cell metabolism,2025 May 6,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_metabolic_to_candidate_state,Th17/IL-17,metabolite/enzyme/product/pathway -> candidate state
Amd2,32023446,Methionine Metabolism Shapes T Helper Cell Responses through Regulation of Epigenetic Reprogramming.,Cell metabolism,2020 Feb 4,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_metabolic_to_candidate_state,Th17/IL-17,metabolite/enzyme/product/pathway -> candidate state
Amd2,34216539,Metabolic modeling of single Th17 cells reveals regulators of autoimmunity.,Cell,2021 Aug 5,Amd2;methionine;S-adenosylmethionine;methionine salvage;polyamine;spermidine;spermine;arginine;ornithine;Th17;T helper 17;IL-17;IL-17A;RORC;T cell differentiation,bridge_metabolic_to_candidate_state,Th17/IL-17,metabolite/enzyme/product/pathway -> candidate state
